,id_поста,text_tokens,text_length,preprocessed_comments
38,10738,промокод аэрор скидка первый заказ,5,[]
39,10737,,0,[]
40,10736,,0,[]
41,10732,,0,[]
42,10729,,0,"[('выбрать счастливый', 2), ('общага пока ева отправить инжгараж починка', 6), ('гуапсексуал', 1), ('знак нужный срочный психологический помощь', 5)]"
43,10725,,0,"[('', 0), ('ахаххахах чисто', 2), ('коротко рассписание', 2)]"
44,10719,каждый уважать первокурсник,3,[]
45,10718,,0,[]
46,10712,,0,[]
47,10709,,0,"[('', 0)]"
48,10706,,0,[]
49,10695,,0,"[('', 0), ('', 0), ('бонч', 1), ('оппенгеймер крутой', 2), ('мем', 1), ('студент спбгмт', 2), ('студент пспбгма павлов', 3), ('студент итмый', 2), ('студент спбгувма', 2), ('студент военмех', 2), ('студент спбгу', 2)]"
50,10691,,0,"[('жиз', 1), ('гослинг похожий', 2)]"
51,10687,,0,[]
52,10686,гаста каждый сентябрь,3,[]
53,10684,добрый день товарищ год существовать асу алкогольный союз университет рамка который успешно провести большой количество мероприятие начинать сходка студент заканчивать деятельность сеть совместный ивента коллаборация вуз замечательный сообщество входить лэти иа панорама лэти техноложка итмый спбгмт иа панорама гуап горный наш сообщество постоянно расширяться поэтому рада видеть новый человек встреча надеяться приятно влиться наш движуха активный социальный жизнь очень ценить человек вносить вклад развитие наш дело надеяться присоединиться студент состоять асу университет активный человек вуз ждать кружечка пиво сходка асу ссылка беседа сообщество пгупёс вход запрещ н,87,[]
54,10681,,0,[]
55,10676,,0,"[('добавляться наш чат тг', 4)]"
56,10673,,0,"[('', 0), ('первый вуз', 2)]"
57,10671,дорогой первокурсник кой беседа тг мочь задавать любой вопрос обсуждать вс угодный бывалый старшекурсник помочь переходить ссылка общаться гуапчича,19,[]
58,10669,,0,"[('волков допёс сдать', 3)]"
59,10668,,0,[]
60,10658,,0,"[('', 0), ('', 0), ('поступить', 1), ('', 0), ('', 0), ('', 0)]"
61,10656,,0,"[('общага стоить', 2)]"
62,10651,узнать,1,"[('аххахахах', 1), ('коваленко шикарно', 2), ('пичугин узнать', 2), ('бог почему сергей сергеевич обработка поменяться', 6)]"
63,10646,,0,[]
64,10645,,0,"[('спасиб', 1)]"
65,10644,,0,[]
66,10633,тревиснуть скотт концерт гуапе,4,"[('фита никита бочаров', 3)]"
67,10631,учиться стажироваться иметь опыт работа давать сделать твой опыт ещё крутой проходить стажировка иметь опыт работа сфера пройти небольшой опрос помочь понять проблема наоборот рекомендация основа наш исследование позволить весь ведущий компания адаптировать свой программа сделать твой работа ещё крутой опрос анонимный ответ обобщить ссылка опрос,46,[]
68,10626,,0,"[('наш тг канал', 3)]"
69,10623,,0,[]
70,10619,,0,"[('наш тг канал', 3)]"
71,10614,,0,"[('дело', 1), ('', 0)]"
72,10609,,0,[]
73,10600,,0,"[('повернуть назад', 2)]"
74,10599,,0,[]
75,10597,,0,"[('наш тг канал', 3)]"
76,10595,выйти новый уровень,3,"[('наш тг канал', 3)]"
77,10589,,0,"[('наш тг канал', 3), ('факт', 1)]"
78,10588,фанкон фестиваль который создать найти свой увлечение давно ждать возможность попробовать новый хобби поиск крутой подарок друг отыскать большой опытный крафтереть заядлый настольщик косплеер саберфайтер танцор участвовать конкурс получать приз свой мастерство сентябрь октябрь год дк киров ждать конкурс косплей фанатский стенд конкурс соревнование саберфайтинг межрегиональный уровень стенд ап баттл день интересный лекторий десятка мастер класс метр настольный игра турнир этаж невероятный движ верить мочь место приходить проверить сентябрь октябрь большой проспект дк киров билет продажа успеть повышение цена август,80,[]
79,10583,,0,"[('наш тг канал', 3)]"
80,10580,,0,"[('наш тг канал', 3), ('поэтому первый курс учиться гаста медовый ловушка', 7)]"
81,10573,,0,"[('наш тг канал', 3), ('', 0), ('камень почка', 2), ('ммм нефильтрованный', 2)]"
82,10567,весь гуапчича привет настать время обновление аэрокосмический ор наступить пора куча эксклюзивный контент закулисий аэрор мем панорама который должный выйти вс спросить наш новый телеграм канал жд м каждый,29,"[('ваш панорама выглядеть', 3), ('', 0), ('', 0), ('переносить ещ тг', 3), ('', 0), ('', 0)]"
83,10564,,0,[]
84,10563,,0,[]
85,10542,студент гуап нужный печать наш друг админ электромем друг лэти выяснить любить лягушка жаба печать открыть свой студия печать лягушка жаба цель напечатать ваш модель получить прибыль дать возможность реализовать ваш творческий технический проект который необходимый далее печать задача который ребята мочь помочь светящийся темнота жаба делать шагоход буханка лично знать человек который сдать дипломный работа писать сообщение паблик помочь,60,"[('', 0), ('', 0), ('крутой', 1), ('', 0)]"
86,10538,,0,"[('жизнь', 1)]"
87,10536,,0,[]
88,10530,настоящий спутник гуап,3,"[('разбирать ава', 2), ('дизайнер хороший', 2), ('', 0)]"
89,10524,,0,"[('', 0), ('неправильный пирог', 2)]"
90,10523,дорогой друг давно хотеть сказать аэрор выйти предел паблик делать контент панорама отремонтировать жор развитие ида наш команда хотеть останавливаться замотивировать делать вс большой контент хотеть помогать хотеть развиваться надеяться ещ большой смешить жд м принимать участие развитие аэрор,39,"[('коллабнуть паблик асу', 3)]"
91,10522,,0,[]
92,10520,,0,[]
93,10517,фанкон фестиваль который создать найти свой увлечение давно ждать возможность попробовать новый хобби поиск крутой подарок друг отыскать большой опытный крафтереть заядлый настольщик косплеер саберфайтер танцор участвовать конкурс получать приз свой мастерство сентябрь октябрь год дк киров ждать конкурс косплей фанатский стенд конкурс соревнование саберфайтинг межрегиональный уровень стенд ап баттл день интересный лекторий десятка мастер класс метр настольный игра турнир этаж невероятный движ верить мочь место приходить проверить сентябрь октябрь большой проспект дк киров билет продажа успеть повышение цена июль,80,[]
94,10516,,0,"[('отчислять', 1)]"
95,10509,кой,1,"[('', 0), ('знать снимать видос пригожин двор бм', 6), ('весь группа пожаловаться препод деканат внять ваш слово староста решить взять дело свой рука', 14)]"
96,10504,,0,[]
97,10503,,0,[]
98,10501,,0,"[('начать', 1)]"
99,10497,,0,[]
100,10492,,0,"[('ненададядя', 1), ('всякий случай осуждать', 3)]"
101,10485,,0,"[('хотеть поздравить выпускник окончание обучение получение заветный диплом', 8), ('остальной отчислить вс канон выживать единица', 6)]"
102,10481,,0,"[('', 0)]"
103,10479,,0,[]
104,10476,,0,"[('', 0)]"
105,10475,,0,[]
106,10474,,0,[]
107,10470,,0,"[('задержаться ых', 2)]"
108,10466,,0,"[('ч мутить бог прийд па жеп дать', 7)]"
109,10464,дорогой гуапщеры сегодня нейтральный территория пройти конференция урегулирование ситуация байкал присутствовать админ аэрор электромем результат дать встреча подписать пакт дружба мир ящер рус фото админовый момент подписание договор прикрепить пост,30,"[('повод примирение стать картинка', 4)]"
110,10462,,0,[]
111,10456,,0,"[('выглядеть сдача лабораторный', 3)]"
112,10451,приветствовать добавить постик ютуба поступать вуз команда специалист хотеть сдать решить разобраться вопрос новый выпуск канал планировать поступать университет год хочувсесдать помощьстудент бортникёр высшееобразование,24,[]
113,10447,,0,"[('поменять', 1), ('рутьковы топ', 2), ('знать социология', 2)]"
114,10443,день хотеть поздравить дн м рождение мать наш альма матёрый человек который действительно знать вуз наш ректор юлий анатолиевич антохин,20,[]
115,10442,,0,[]
116,10438,,0,[]
117,10435,,0,"[('отчислять лично видеть', 3), ('гулаг', 1), ('отчислять дважды мочь', 3)]"
118,10427,,0,"[('сука', 1), ('бог побояться', 2), ('', 0), ('перебор', 1)]"
119,10422,,0,"[('отписка', 1)]"
120,10421,,0,"[('явно ящерский паблик забыть подвиг предок долой жалкий прихлебатель ящер', 10)]"
121,10414,,0,"[('русый тварь', 2), ('', 0)]"
122,10411,студент купить,2,"[('олегович', 1)]"
123,10407,,0,"[('гуапчича', 1), ('шрифт смешно', 2)]"
124,10403,сегодня амбассадор весь русский шаман дать лекция гуапе тема почему ящер хороший,12,"[('ящер лэти гуапе русый', 4), ('ящер вперёд', 2)]"
125,10402,,0,[]
126,10395,,0,[]
127,10388,,0,"[('думать русый', 2), ('сегодня бу экзамен завтра бу мировой господство плюс мировой господство момент минус момент стать', 14), ('ящер писать лс', 3), ('послезавтра поступление стажировка тинькофф', 4)]"
128,10385,пока гадкий лэтишник строить коалиция проникнуть самый сердце вуз хотеть поздравить отличный работа распространение ящерский влияние наш хороший агент ректор лэти шелудько виктор николаевич забыть наш великий ящерский герой,29,[]
129,10382,техноящер ожидать издавна технологический институт братский лэтишный злыдень осквернить честь достоинство техноложка простить,13,"[('кибербулинг отстоять честь гуапщер', 4)]"
130,10381,,0,"[('контент явно подняться', 3)]"
131,10373,ивлеева рассказать откуда появиться автомат весь предмет семестр,8,[]
132,10365,главный тайна ящер убить профессор багир,6,"[('чесменский лягушка известный гуап овский ящер', 6), ('аннигиляция псевдорусов аааа инквизиция', 4), ('русски центр геноцид', 3), ('', 0)]"
133,10346,гуапщеры готовиться наступление лэтишный выскочка стоять смотреть бесчинство отношение наш альма матёрый ящер гуап,14,"[('', 0), ('война господин звать пригожин наш сторона', 6), ('', 0), ('', 0), ('квал турнир пройти мочь война ещ', 6), ('призывать отмена война причина кончина великий багиров смерть призвать русов ящер сложить оружие жить мир согласие', 16), ('че хуйня ящер стать', 4), ('колпаков свой время отчислить лэти поэтому грех повоевать', 8)]"
134,10342,,0,[]
135,10334,,0,"[('', 0), ('ч ахуесть', 2), ('русый', 1), ('', 0), ('звонить багиров', 2), ('', 0), ('', 0), ('поступать политех', 2), ('поступать политех', 2), ('ящер лэти русый', 3), ('поступать политех', 2)]"
136,10325,,0,[]
137,10323,,0,"[('подавать документ', 2)]"
138,10315,,0,"[('месяц', 1), ('полчаса закрытие ведомость', 3), ('допёс', 1), ('мальчик сда лаба день дедлайн мужчина доделывать вкр защита защищать', 10), ('ваш дед лайна', 3)]"
139,10314,начало зач тной неделя гуапчича время вспомнить свой долг снова забыть,11,[]
140,10311,,0,"[('мо любимый животное карбюратор', 4)]"
141,10309,,0,[]
142,10307,,0,"[('жиза', 1)]"
143,10305,,0,"[('гуап больший троечка согласный', 4)]"
144,10304,,0,[]
145,10299,,0,"[('весь реферат курсач', 3)]"
146,10296,,0,[]
147,10293,,0,[]
148,10292,,0,"[('', 0)]"
149,10290,,0,"[('сделать диплом ночь', 3)]"
150,10287,,0,[]
151,10283,,0,[]
152,10282,,0,"[('ошибочка состояние', 2)]"
153,10281,конфликтный ситуация вуз команда специалист хотеть сдать разобрать спорный ситуация вуз новый видео канал столкнуться проблема знать правильно поступить написать помочь весь разобраться,23,[]
154,10279,,0,"[('буква', 1)]"
155,10275,преддверие финал всероссийский киберспортивный студенческий лига игрок сборная гуап подготовить видео визитка финал вкслый пройти июнь нижний новгород ребята сборная бороться призовой фонд который составлять рубль,26,[]
156,10272,,0,"[('', 0)]"
157,10269,,0,[]
158,10268,,0,[]
159,10266,,0,[]
160,10263,привет музгуап скоро май пройда дискотека брать весь свой друг приходить кц лендок попеть любимый песня заодно зарядиться музыка сессия май прозвучать кавер твой любимый исполнитель вход свободный жд м ссылка регистрация,32,"[('потрясный', 1), ('', 0)]"
161,10262,,0,[]
162,10252,,0,[]
163,10250,,0,[]
164,10249,,0,[]
165,10248,,0,[]
166,10244,первокурсник май понять сессия месяц,5,"[('любой студент май', 3)]"
167,10236,,0,[]
168,10234,,0,[]
169,10230,зайти гастелло утрец,3,"[('извинить деканат заблудиться', 3), ('пош л снять тапка взять покрепче нахрен отсюда', 8), ('ебак', 1), ('кринжанула', 1), ('похожий игра песок посыпаться старый воспомнание', 6)]"
170,10222,,0,[]
171,10218,,0,"[('баян', 1)]"
172,10217,,0,[]
173,10210,,0,"[('иисус сдать сессия наш грех', 5), ('хз иисус иуда точно пгупёс', 5), ('иисус русский', 2)]"
174,10206,,0,[]
175,10199,,0,[]
176,10196,студент рисовать пеинта лаба препод,5,"[('нравиться паблик продолжать постить мем который кидать сво м второй курс прошлый год закончить', 14)]"
177,10193,будущее наступить,2,"[('бедный белочка грызть', 3)]"
178,10192,,0,[]
179,10189,,0,"[('хороший студент год', 3)]"
180,10185,,0,[]
181,10182,,0,"[('вумать момент', 2)]"
182,10180,,0,[]
183,10177,,0,"[('ф дора петрович катаев твой отец', 6)]"
184,10173,стоять остановка ждать ый спешить матанализ угадать ждать автобус сергей павлович ловить попутка судить сумка везти ый табличный интеграл,19,"[('дарья предоставление материал содействие создание шутка', 6), ('здоровый жопа здоровый хуй', 4)]"
185,10167,,0,"[('помыткина', 1), ('ум', 1)]"
186,10165,,0,[]
187,10160,сессия,1,"[('писать издеваться', 2)]"
188,10155,,0,"[('препод который забыть курсовой', 4)]"
189,10150,,0,"[('', 0), ('препод', 1)]"
190,10146,,0,"[('тип отчёт курсовой работа статус принять', 6)]"
191,10145,,0,[]
192,10138,,0,"[('экзамен крука', 2), ('экзамен прилипко', 2)]"
193,10134,выпалить вопрос который плохой весь знать понимать стипендия,8,"[('', 0), ('сделать лаба предмет', 3)]"
194,10133,,0,[]
195,10131,,0,[]
196,10128,,0,[]
197,10126,разбирать обои,2,[]
198,10120,,0,"[('', 0)]"
199,10112,,0,"[('наоборот мысль должный', 3), ('', 0)]"
200,10104,,0,"[('никита', 1), ('ахахаххахаа', 1)]"
201,10103,,0,[]
202,10100,привет киберспортсмен лаборатория киберспорт геймификация образование открыть торжественный открытие лаборатория провести круглый стол киберспорт образование представитель университет презентовать лаборатория кго иш гуап рассказать достижение развитие киберспортивный сообщество гуап актуальный ссылка лаборатория вк тг записаться лаборатория,35,[]
203,10099,,0,[]
204,10095,дорогой друг прийти время показать настоящий помощь студент самый низкий цена помощь хороший качество выполнение осторожный сеть говнокаловый группа человек который помогать факт скамятый обращаться проверить группа помощь студент гуап мемас гуап,32,[]
205,10094,почему айтишник фптить совместимый,4,"[('', 0), ('', 0)]"
206,10089,съ мки новый фильм гай ричать пройти стена гуап,9,"[('фильм говно', 2), ('главный роль', 2)]"
207,10084,общежитие передовик студент побить мировой рекорд выпить пиво вечер,9,"[('', 0), ('апрель нужно шутка постить реальный новость', 6), ('', 0), ('', 0)]"
208,10082,студент гуап выделить путы вки город дно,7,"[('смысл аэрор панорама', 3), ('', 0), ('куратор молодец посмотреть наш молодой состояние перефирий', 7)]"
209,10078,,0,[]
210,10075,,0,[]
211,10074,,0,[]
212,10073,,0,[]
213,10071,,0,[]
214,10069,,0,"[('', 0), ('повезти', 1)]"
215,10068,,0,[]
216,10066,,0,"[('', 0)]"
217,10051,отсидеть пара,2,[]
218,10043,,0,"[('', 0), ('админ детство', 2)]"
219,10041,,0,[]
220,10039,,0,"[('указать ебырка хуепутоть', 3), ('сколько кручина столько причина сколько причина столько кручина', 8), ('очень интересно', 2)]"
221,10036,квн гуап приглашать невероятный шоу юмористический фестиваль место увидеть опытный комик новый зв зд открытый микрофон любимый команда квн прошлое сезон новый неординарный коллектив яркий дуэт миниатюра приходить март ленсовет актовый зал регистрация зрительный зал открыть ссылка,37,[]
222,10035,,0,[]
223,10029,,0,[]
224,10025,,0,"[('топ переобувание', 2), ('ахазхаахаххахах', 1)]"
225,10023,,0,[]
226,10022,,0,[]
227,10014,,0,"[('', 0), ('весь язык выбирать язык факт', 5), ('бесплатный платный печать бесплатный платный комната отдых выйти чат', 9), ('номер профбилет шутник найти', 4), ('хах уметь пользоваться', 3), ('', 0)]"
228,10013,,0,[]
229,10010,,0,"[('', 0)]"
230,10005,студент препод сдача экзамен,4,"[('прич м бейтман студент выслушивать вс угодный хороший оценка', 9)]"
231,10002,,0,[]
232,10001,стать известно каждый пройда кастинг помочь закрыть экзамен отлично,9,[]
233,10000,,0,[]
234,9996,,0,[]
235,9993,,0,"[('второй половина оставить ладожский', 4), ('', 0)]"
236,9990,,0,"[('', 0)]"
237,9987,,0,[]
238,9986,,0,[]
239,9985,дорогой дама весь наш команда аэрор хотеть поздравить прекрасный дн м желать оставаться милый очаровательный помнить хороший март,18,[]
240,9982,,0,[]
241,9978,,0,[]
242,9976,,0,"[('зеленский задний план', 3), ('', 0)]"
243,9975,контрастировать утро регистрироваться,3,[]
244,9971,,0,"[('числануся', 1)]"
245,9970,добрый утро дорогой друг товарищ любимый подписчик который следить сожаление грустно звучать ивента закончиться неожиданно начаться проявить отличный команда сплотиться вуз помогать друг друг поддерживать человечески почувствовать пиксельный й хотеть представить наш замечательный команда слева направо меметик мая мифь ленинградский электромемический институт техномем кафедра мемология мэи наш борьба пиксель огромный полотно пройти напрасно готовый представить смочь достигнуть наш слаженный команда труд хотеть отдельно поблагодарить наш суаишный боец вручить медаль мужество отвага который проявлять последний день защищать честь свой вуз весь содружество делиться свой впечатление скрин комментарий вс смотреть тепло вспоминать прекрасный часы пиксель баттлый,94,[]
246,9967,картинка который описать вчерашний день техноложка,6,"[('шарить скрин', 2)]"
247,9965,каждый уважать гуаповца март,4,[]
248,9964,всякий случай техноложка друг помогать общий азов военный подразделение иметь,10,[]
249,9961,добрый день гуапчича наш союзник меметик мая снести арт логотип переехать помогать строить новый место подключаться телега ещ сделать делать лого новый шаблон,23,[]
250,9959,ребята подключаться телеграм следить событие продолжать помогать логотип вуз подключиться ребята мэи помогать тг ссылка пиксель баттл,17,[]
251,9957,оставлять лого гуап дефай делать,5,[]
252,9956,дорога друг читать мешать проставлять мно синий заняться хороший фон,10,[]
253,9954,продолжать участвовать подключиться ивента подключаться помогать доделывать логотип вуз ссылка чат весь работяга вуз участник содружество мая мифь мск обнинкс лэти спб технологический институт гуап участие пиксель батля нужно зайти войти аккаунт зарегистрироваться нажать кнопка справа сверху смотреть скриншот,39,[]
254,9953,,0,[]
255,9951,главное событие жизнь каждый профорг профоргия кхм конкурс хороший профорг гуап стартовать скоро узнать имя счастливчик который смочь принять участие борьба самый престижный титул профком наводить суета хотеть весь наблюдать ссылка,31,"[('подпищик', 1)]"
256,9950,логотип гуап готовый держаться помогать остальной вуз участник ссылка пб закрепл нной запись,13,[]
257,9949,дорогой гуапчича который спать читать утром представлять план участие пиксель батля нужно зайти войти аккаунт зарегистрироваться участвовать пк телефон канал оперативнный получение информация подключаться отстаивать честь вуз пост ссылка баттл источник закрепа сообщество,33,[]
258,9943,,0,"[('военкомат автомат', 2)]"
259,9942,нежданно негаданно казаться никакой пиксель баттлый твич запустить свой блекджек стример совместно многий вуз весь россия собраться участвовать тактика пока занимать левый нижний угол рисовать логотип наш любимый альма матёрый ссылка пиксель баттл,33,[]
260,9940,пж анон админ ламб искать очень понравиться постесняться подойти найти лайкам,11,"[('напоминать существование искать гуап', 4)]"
261,9928,добрый время сутки дорогой друг ожидать запускать группа который смочь найти любой человек гуапе потребоваться захотеть опубликовать пост замечательный паблик,20,[]
262,9926,новый участник,2,"[('ашан авиапарк', 2), ('', 0)]"
263,9921,,0,[]
264,9919,,0,"[('авот', 1), ('дать орига пж', 3)]"
265,9916,,0,"[('', 0)]"
266,9909,боец выбрать,2,"[('ребята техноложка', 2), ('', 0), ('указывать автор арт', 3)]"
267,9903,,0,"[('собраться ребята лэти', 3), ('ясно админ подписчик', 3), ('думать гуап популярный политех элеонора', 5), ('темович извинять', 2)]"
268,9899,,0,"[('зачисление зарплата гуап', 3), ('студент первый пара ос сис программирование', 6), ('рил', 1)]"
269,9897,,0,[]
270,9896,дорогой гуапчича мужской пол поздравлять прекрасный дн м февраль,9,[]
271,9892,учиться прекрасный университет свет остальной университет завидовать,7,"[('привыкать слышать твой университет', 4)]"
272,9886,,0,"[('политкоордината', 1)]"
273,9885,,0,[]
274,9884,,0,[]
275,9876,,0,"[('хороший лэти', 2), ('хавать', 1), ('добавка принести', 2)]"
276,9872,,0,"[('продолжение мем', 2)]"
277,9865,,0,"[('эт', 1), ('проблема институт', 2)]"
278,9863,,0,"[('', 0)]"
279,9861,,0,[]
280,9858,,0,"[('кафедра', 1)]"
281,9856,февраль гуапчича отправлять,3,"[('хахахахах михайлов', 2)]"
282,9852,,0,"[('павел нууууа', 2), ('', 0)]"
283,9851,,0,[]
284,9850,,0,[]
285,9846,,0,"[('ойойий', 1), ('лагучий', 1)]"
286,9844,,0,[]
287,9841,,0,[]
288,9837,,0,"[('', 0)]"
289,9835,ещё мочь восстановить режим сессия залетать канал смотреть новый выпуск,10,[]
290,9834,,0,"[('', 0)]"
291,9832,,0,[]
292,9830,,0,[]
293,9827,,0,[]
294,9821,,0,"[('препод увидеть', 2)]"
295,9816,весь везти физика,3,"[('шифрин', 1), ('очки', 1)]"
296,9811,,0,"[('сдать отлично увозить капельница', 4), ('', 0), ('', 0), ('', 0), ('', 0)]"
297,9807,,0,"[('понизить стипух', 2), ('', 0)]"
298,9804,,0,[]
299,9800,переш л курс,3,"[('должный прикол зависание переключение гастелло курс залогало бм', 8), ('курс дть версия бм вид физр', 6), ('гуманитарий жиза', 2), ('ля второй появляться гаста', 4)]"
300,9795,ещ эксклюзивный мем аэрор комментарий,5,[]
301,9792,,0,"[('', 0)]"
302,9786,,0,[]
303,9784,егоров песня король шут,4,"[('легенда остаться тень', 3), ('политех принимать эстафета', 3), ('', 0), ('привет итмый', 2)]"
304,9778,,0,"[('скинуть сюда вк пахать', 4)]"
305,9771,,0,[]
306,9768,,0,"[('безопасно лайкать', 2)]"
307,9763,,0,"[('фспо гуап пош л нахер', 5)]"
308,9761,графический инструкция заманивание первак новый учебный год,7,"[('пффф первак вестись', 3), ('', 0)]"
309,9756,,0,"[('хотеть кокошник', 2)]"
310,9746,начало допёс гуапчича,3,"[('вообще спизженный мем', 3), ('ахахи карим соболезновать', 3), ('сдать допёс течение сессия', 4), ('проходить день пролетать год высыхать океан черта взять ост тся вечный', 11)]"
311,9744,,0,"[('лекция пичугин аудиозапись', 3)]"
312,9739,поздравлять победитель благодарить весь участие получение приз обращаться личный сообщение сообщество,11,"[('слева направо', 2), ('гум фак захватить аэро ор', 5)]"
313,9738,,0,[]
314,9737,,0,[]
315,9732,,0,"[('сказать свой братвеий', 3)]"
316,9725,препод отправить допёс объяснять учиться,5,"[('антон шмидт легенда гуап', 4), ('', 0)]"
317,9719,,0,"[('отчислять', 1), ('проверить', 1), ('', 0), ('отчислять', 1), ('отчислять треть группа отчислить отчислять согласный', 6)]"
318,9705,,0,"[('скучный', 1), ('', 0), ('наивный дурак уник нужно ходить', 5), ('профком', 1), ('', 0), ('ошибка ценный жизнь', 3)]"
319,9703,,0,[]
320,9700,,0,"[('внатура редкостный пид р сы знать учиться', 7), ('кринж', 1)]"
321,9697,,0,[]
322,9695,,0,"[('божечка пичугин', 2), ('пичугин помыткин топ', 3), ('пятый', 1)]"
323,9681,,0,"[('', 0), ('опа жорик', 2), ('', 0), ('готовый карабкаться облако зло запрет закрытый изнутри замок', 8), ('поступить мб легенда ремонтировать мб вообще существовать', 7), ('сколько народ полечь', 3)]"
324,9677,,0,"[('', 0), ('господин лёгкий прокурить', 3), ('гетеросексуальность', 1)]"
325,9674,пов студент приходить первый пара сопрамат,6,[]
326,9671,давать группа переименовать,3,"[('', 0)]"
327,9669,,0,"[('', 0)]"
328,9668,,0,[]
329,9662,,0,"[('ваш батлы закончиться астанавитэсъ', 4)]"
330,9661,,0,[]
331,9659,,0,"[('запредельный уровень постирония', 3), ('', 0)]"
332,9655,пов первокурсник готовиться экзамен физика,5,"[('фамилия сообщество', 2)]"
333,9650,студент удовлетворительно лабораторный поставить благородство играть титул понятно формула вывести неправильно графика юморный итмоншик хрен знать строить чужой дело лезть новый работа снимать дать дело делаться приходить неделя вс связь,30,"[('', 0)]"
334,9649,,0,[]
335,9646,,0,[]
336,9634,сон реклама гуап москва сити,5,"[('посол гуап москва сити', 4), ('реклама москва гуап сити', 4), ('', 0), ('', 0), ('буквально', 1)]"
337,9629,,0,"[('скинуть скрин мат помощь приходить ещё', 6), ('', 0)]"
338,9628,год начинаться клименко костылый ва,5,[]
339,9627,,0,[]
340,9626,сегодня новый год время волшебство сюрприз надеяться думать аэрор оставить подарок совместно профком гуап запускать новогодний конкурс мерч место свита шота место кружка правило очень простой сделать репост запись стена подписать аэрокосмический ор подписать профком студент гуап важный примечание должный открыть страница смочь проверить подписка получить приз должный состоять профком победитель выбрать рандомный январь желать весь удача счастливый новый год,60,[]
341,9624,,0,"[('', 0)]"
342,9620,пичугин песня король шут,4,"[('автор гений', 2), ('требовать второй часть', 3)]"
343,9619,,0,[]
344,9613,,0,"[('зассать вывезти танцпол', 3), ('', 0), ('трустори связаться уник учиться', 4)]"
345,9609,,0,"[('', 0)]"
346,9608,шишлаковый отправить студент допёс,4,[]
347,9606,,0,[]
348,9603,,0,"[('', 0)]"
349,9600,,0,"[('человек хороший вместе взять', 4)]"
350,9598,,0,"[('мем слишком гениальный', 3)]"
351,9597,,0,[]
352,9595,бредовуха,1,"[('отчислух', 1), ('кук мастерсон принимать экзамен', 4)]"
